부착대관리번호,신호등종류,X좌표,Y좌표
03-0000025783,2.0,203084.18989,562537.2994
03-0000025794,2.0,203073.59523,562534.10132
03-0000025793,2.0,203057.36316,562526.23516
03-0000037021,2.0,203050.94797,562531.17521
03-0000027309,2.0,203037.43673,562553.83516
03-0000010435,2.0,192302.29168,551600.00753
03-0000010421,2.0,192306.95677,551631.46953
03-0000029158,2.0,194016.45828,553102.32752
03-0000008977,2.0,194031.67245,553083.16661
03-0000047290,2.0,203017.71825,557073.79897
03-0000036838,2.0,203036.75255,557058.41055
03-0000050277,2.0,205674.09158,561888.95137
03-0000022109,2.0,206182.23439,553253.67141
03-0000018107,2.0,204540.91171,564918.5976
03-0000067591,2.0,191600.42806,546953.35855
03-0000067585,2.0,191835.12455,546665.58057
03-0000067584,2.0,191450.67321,546757.65348
03-0000067575,2.0,190069.18218,547023.09468
03-0000067569,2.0,190068.41919,546881.82836
03-0000067561,2.0,191470.39106,546518.2328
03-0000067557,2.0,190356.55336,546692.43158
03-0000067548,2.0,190040.40776,546752.8543
03-0000067544,2.0,189781.26829,546515.23144
03-0000067536,2.0,190026.13209,546079.054
03-0000067531,2.0,190433.39063,546275.75
03-0000067528,2.0,190755.59906,546069.83059
03-0000067519,2.0,191069.6244,546219.87039
03-0000067514,2.0,191642.31773,546279.08958
03-0000067508,2.0,190621.77897,545830.08934
03-0000067503,2.0,192871.91677,547880.61149
03-0000067484,2.0,193552.61026,547838.87368
03-0000067477,2.0,193132.46694,547516.35605
03-0000067473,2.0,192887.87027,547326.75867
03-0000067467,2.0,193625.59146,547602.9549
03-0000067462,2.0,193346.69382,547248.04659
03-0000067457,2.0,193835.75029,547318.01518
03-0000067452,2.0,194286.99827,547250.21185
03-0000067447,2.0,190519.51719,548782.17948
03-0000067436,2.0,191186.82361,548358.78921
03-0000067432,2.0,191773.20958,547978.44341
03-0000067428,2.0,191861.66436,547697.41052
03-0000067420,2.0,191665.29565,547821.53666
03-0000067415,2.0,191608.28859,547994.57126
03-0000067407,2.0,191490.81942,547620.29941
03-0000067402,2.0,190994.6523,548006.71542
03-0000067396,2.0,190634.50615,548227.64053
03-0000067392,2.0,190756.49703,547933.60113
03-0000067382,2.0,191368.97852,547274.53016
03-0000067380,2.0,190874.78356,547410.84358
03-0000067358,2.0,186062.19419,548126.76601
03-0000067351,2.0,188245.97404,551130.11358
03-0000067347,2.0,187367.77953,550993.65956
03-0000063064,2.0,204723.79421,552772.63657
03-0000063225,2.0,203120.73438,555214.3125
03-0000037876,2.0,202102.01399,555814.56379
03-0000063190,2.0,202082.50263,555794.92267
03-0000063189,2.0,202081.30837,555797.37404
03-0000063595,2.0,195740.84375,553456.84375
03-0000063602,2.0,192092.75772,550485.16081
03-0000060385,2.0,186797.29998,551925.02017
03-0000020288,2.0,186824.38538,552003.87673
03-0000063397,2.0,193459.65507,555481.44402
03-0000018171,2.0,201306.40155,549372.51565
03-0000015019,2.0,212126.79238,545114.96187
03-0000067337,2.0,186285.60606,550960.53963
03-0000067327,2.0,188584.71137,549792.82932
03-0000067320,2.0,187703.78921,549986.56786
03-0000067317,2.0,183942.98198,550482.99181
03-0000067312,2.0,183683.17419,550074.01781
03-0000067307,2.0,186238.93971,552319.59265
03-0000067303,2.0,187232.98554,551633.29949
03-0000067295,2.0,186053.35227,551483.34405
03-0000067289,2.0,185874.12749,551231.98543
03-0000067283,2.0,182990.32997,552502.1881
03-0000067271,2.0,183327.31449,551668.23973
03-0000067265,2.0,183460.47188,552019.94609
03-0000067255,2.0,183026.38377,552046.32092
03-0000067726,2.0,186065.44019,542747.04549
03-0000067747,2.0,190987.19109,546382.2812
03-0000068250,2.0,203045.99377,548379.63968
03-0000068400,2.0,204005.77554,550482.07716
03-0000063547,2.0,190435.33869,545983.41513
03-0000063730,2.0,192647.1392,552835.66884
03-0000048517,2.0,187017.85938,550846.125
03-0000064392,2.0,187991.30471,547840.92098
03-0000063923,2.0,184937.84221,545859.00446
03-0000064893,2.0,206943.99151,563074.06862
03-0000064276,2.0,213082.19972,550587.65921
03-0000064274,2.0,213170.92188,550580.75
03-0000061261,2.0,203814.45546,557144.33613
03-0000066040,2.0,201369.1246,554156.42595
03-0000066068,2.0,207269.73737,543899.58591
03-0000066069,2.0,207310.26039,543916.98292
03-0000004850,2.0,201290.93493,552062.13217
03-0000035090,2.0,201310.95281,552046.16765
03-0000010403,2.0,191296.9375,539481.625
03-0000008704,2.0,188228.67855,545673.5952
03-0000067823,2.0,195234.97817,549603.16552
03-0000034371,2.0,195256.86255,549623.81945
03-0000068242,2.0,195528.88849,555206.60192
03-0000020610,2.0,201945.80336,551764.26107
03-0000042678,2.0,198845.29443,550912.02301
03-0000068140,2.0,191177.80454,553350.71959
03-0000068133,2.0,192542.73841,556044.06863
03-0000068076,2.0,193978.22578,549766.31201
03-0000068075,2.0,193964.98118,549758.42712
03-0000068074,2.0,193912.18839,549757.65287
03-0000068073,2.0,193924.52189,549803.58247
03-0000068072,2.0,193981.00217,549817.38947
03-0000068069,2.0,194070.42803,549759.64003
03-0000068062,2.0,194055.36688,550275.77434
03-0000068052,2.0,194512.88377,550219.28469
03-0000068050,2.0,194473.21935,550233.53224
03-0000068046,2.0,195624.75307,549394.92529
03-0000068044,2.0,195641.65141,549432.72066
03-0000068038,2.0,195245.31836,548941.46145
03-0000068027,2.0,190803.99949,553627.84378
03-0000068024,2.0,190475.55038,553836.25729
03-0000068017,2.0,192382.63346,554544.87973
03-0000068006,2.0,191525.16351,551522.08051
03-0000063041,2.0,203948.21392,549714.04975
03-0000068145,2.0,193550.87619,555666.75231
03-0000068129,2.0,192578.78659,556613.18132
03-0000068097,2.0,190770.95267,551893.50659
03-0000068067,2.0,194028.68834,549786.97283
03-0000068057,2.0,194301.4839,550494.24362
03-0000068030,2.0,193241.47005,550807.8959
03-0000068014,2.0,189778.36441,553946.39271
03-0000067971,2.0,196198.16065,550547.8594
03-0000067964,2.0,195980.52748,550014.58491
03-0000009209,2.0,192771.13102,547221.37934
03-0000054892,2.0,196921.38238,546891.31378
03-0000016907,2.0,197020.49909,546894.77745
03-0000046260,2.0,196976.57723,546923.68212
03-0000046259,2.0,196981.06169,546901.09638
03-0000044459,2.0,211629.38687,543179.89549
03-0000047286,2.0,211036.10938,541154.59375
03-0000067999,2.0,192253.84313,551744.61971
03-0000067997,2.0,191074.83976,551589.16396
03-0000067973,2.0,196115.61673,550335.04789
03-0000067970,2.0,196261.03733,550577.16061
03-0000067963,2.0,196044.58895,550030.17473
03-0000067955,2.0,189324.47033,553556.86099
03-0000067953,2.0,189741.40515,552897.65693
03-0000067924,2.0,193272.35724,551159.72973
03-0000000964,2.0,193261.9823,551158.26739
03-0000068005,2.0,192902.39715,550487.43854
03-0000063604,2.0,195655.32813,553543.0625
03-0000063628,2.0,196991.84658,546773.08582
03-0000064916,2.0,201643.32561,558245.68027
03-0000064891,2.0,206953.94613,563070.87363
03-0000064275,2.0,213163.43445,550576.54571
03-0000061260,2.0,203786.32581,557159.65277
03-0000065401,2.0,187664.93839,544931.70831
03-0000065402,2.0,187793.87121,544223.18898
03-0000065403,2.0,191063.22238,546228.49766
03-0000065423,2.0,190456.41555,547266.45218
03-0000065428,2.0,190453.09737,547243.7817
03-0000065434,2.0,190053.85857,546872.47185
03-0000065507,2.0,185722.49548,548649.60034
03-0000065537,2.0,186552.21875,547799.0
03-0000065859,2.0,205933.4966,562715.9957
03-0000065912,2.0,206140.05612,557967.75358
03-0000065916,2.0,205214.80865,557953.27432
03-0000066160,2.0,200412.04179,556554.82074
03-0000066168,2.0,201532.15994,555912.0077
03-0000066204,2.0,203586.4375,555666.03125
03-0000025785,2.0,203055.2237,562565.4866
03-0000026047,2.0,203069.93394,562574.06652
03-0000025782,2.0,203076.99631,562561.37916
03-0000006344,2.0,186453.37697,552256.03275
03-0000065808,2.0,193761.21875,547725.96875
03-0000066294,2.0,202089.01563,559625.84375
03-0000066644,2.0,185661.75185,549847.05624
03-0000066641,2.0,185645.95956,549837.4129
03-0000066640,2.0,185658.5574,549827.81455
03-0000020639,2.0,200327.25,552396.21875
03-0000029177,2.0,188256.29688,544475.1875
03-0000034947,2.0,197557.73438,550182.09375
03-0000067871,2.0,196130.98438,549573.5
03-0000051721,2.0,196107.04469,549569.15359
03-0000067869,2.0,192458.71725,556250.01975
03-0000009548,2.0,192462.28336,556242.48193
03-0000067861,2.0,200925.93042,548340.56197
03-0000067857,2.0,200899.89976,548347.63693
03-0000067831,2.0,193757.93606,553291.07637
03-0000026861,2.0,201063.17033,560891.3812
03-0000066666,2.0,201037.04719,560896.31828
03-0000014126,2.0,207291.65359,543590.75184
03-0000062936,2.0,209134.01097,546356.33725
03-0000062934,2.0,209134.96265,546372.05108
03-0000063597,2.0,195751.10632,553448.29045
03-0000013652,2.0,205179.71266,545507.24375
03-0000066100,2.0,200213.81811,554747.99638
03-0000066380,2.0,196671.99378,550212.62354
03-0000066382,2.0,196677.48101,550224.04867
03-0000066395,2.0,198913.64844,551662.78018
03-0000032244,2.0,195232.73706,549610.42565
03-0000068144,2.0,190974.00461,553461.46991
03-0000068132,2.0,192574.05865,556096.37025
03-0000068098,2.0,190752.78142,552173.39781
03-0000068065,2.0,194086.28781,550202.97124
03-0000068053,2.0,194473.53992,550205.32209
03-0000068045,2.0,195666.22843,549419.65791
03-0000068040,2.0,195334.50802,548966.20906
03-0000068026,2.0,190783.32179,553645.462
03-0000068016,2.0,191863.59903,553637.79832
03-0000068004,2.0,192960.04536,550497.125
03-0000067990,2.0,193942.76813,550823.55508
03-0000067986,2.0,194595.63016,550669.0273
03-0000065189,2.0,192310.11653,549984.86538
03-0000046408,2.0,200058.35266,550211.26172
03-0000063167,2.0,186450.88887,551813.78781
03-0000063098,2.0,186736.66661,551826.90533
03-0000009527,2.0,186717.59759,551775.17684
03-0000063083,2.0,186877.9864,551938.12396
03-0000037414,2.0,187761.80269,544957.00836
03-0000052766,2.0,191017.40201,542685.76516
03-0000063428,2.0,189851.54688,545268.96875
03-0000046713,2.0,189853.95739,545296.6675
03-0000063449,2.0,189733.32813,545439.71875
03-0000063615,2.0,197431.10956,549096.60332
03-0000063661,2.0,191456.13219,538270.36732
03-0000063699,2.0,190273.66379,542202.63863
03-0000010522,2.0,200273.85938,551082.53125
03-0000064390,2.0,202006.36234,556714.22595
03-0000046945,2.0,200867.44781,551778.97123
03-0000031254,2.0,203181.39937,555039.04791
03-0000063666,2.0,191453.4948,538152.375
03-0000063682,2.0,191447.32128,538968.87312
03-0000065749,2.0,192866.39063,540634.46875
03-0000066297,2.0,203476.97914,558784.3084
03-0000066300,2.0,202252.82595,559828.62885
03-0000058687,2.0,203648.10858,561396.46299
03-0000066944,2.0,192487.39396,560548.41066
03-0000066903,2.0,197749.00271,552739.43754
03-0000067641,2.0,185201.22422,549903.0941
03-0000064405,2.0,191681.75271,548068.48169
03-0000062174,2.0,192676.73286,559408.52968
03-0000064496,2.0,189731.96521,554190.68755
03-0000064539,2.0,200803.141,552070.938
03-0000035719,2.0,185704.421,547844.48161
03-0000058582,2.0,185243.9782,545748.38684
03-0000068639,2.0,187425.39063,547317.1875
03-0000068637,2.0,187400.61263,547311.28134
03-0000062966,2.0,199317.95313,552337.03125
03-0000064626,2.0,199336.00784,552066.22883
03-0000063511,2.0,200045.27514,548587.11436
03-0000064660,2.0,189089.53125,548472.03125
03-0000012092,2.0,189074.17961,545142.96932
03-0000064788,2.0,186729.79681,544836.51031
03-0000064784,2.0,188431.23438,547130.34375
03-0000064779,2.0,185334.72093,546890.33377
03-0000028647,2.0,193794.1972,547080.78589
03-0000064730,2.0,185571.96884,546626.39033
03-0000064906,2.0,183693.46242,550056.47083
03-0000064872,2.0,190242.76981,547893.02748
03-0000064914,2.0,201649.13583,558255.92829
03-0000062956,2.0,203991.60146,565639.64433
03-0000064866,2.0,205885.93299,563102.8496
03-0000005446,2.0,197734.52716,542663.03237
03-0000064800,2.0,185223.70705,545765.7673
03-0000064721,2.0,187969.49567,545845.39608
03-0000013915,2.0,205550.125,544442.5
03-0000022064,2.0,201149.01581,554008.53514
03-0000064561,2.0,203785.72626,557154.01919
03-0000064608,2.0,198097.71667,556852.41666
03-0000055750,2.0,201744.7836,554636.52036
03-0000046016,2.0,200587.97331,552262.16131
03-0000062951,2.0,199576.21124,552130.4002
03-0000043063,2.0,198096.36163,552750.08188
03-0000067190,2.0,191184.12012,542628.86678
03-0000067249,2.0,202423.79688,558167.0
03-0000064366,2.0,205506.8125,544080.46875
03-0000012645,2.0,205525.51563,544033.1875
03-0000064999,2.0,212088.8125,547692.125
03-0000064995,2.0,212058.90031,547699.60068
03-0000064983,4.0,210909.95949,548857.0659
03-0000063027,2.0,203186.26563,555013.03125
03-0000063588,2.0,185685.90246,548351.12344
03-0000063558,2.0,185804.78805,548102.79636
03-0000065754,2.0,192837.95886,540424.44952
03-0000055058,2.0,206644.32693,562234.52701
03-0000050288,2.0,205386.40749,553164.46667
03-0000057331,2.0,192823.04415,560382.55737
03-0000061359,2.0,197985.69193,542725.95602
03-0000068127,2.0,192514.76073,556407.44579
03-0000068009,2.0,191500.36341,551505.27965
03-0000068002,2.0,192188.03258,551754.60987
03-0000067974,2.0,195450.73802,550839.52921
03-0000065081,2.0,204386.48787,545839.21179
03-0000064941,2.0,193843.93448,560953.46156
03-0000064939,2.0,193842.20759,560945.81705
03-0000065422,2.0,190363.9375,542341.84375
03-0000065442,2.0,191414.20511,547068.08506
03-0000065444,2.0,191440.03066,547064.45568
03-0000065453,2.0,189916.16539,547357.03659
03-0000065460,2.0,191296.86155,547088.056
03-0000065565,2.0,186334.03786,542181.35617
03-0000065570,2.0,185328.17831,543768.27226
03-0000065576,2.0,192727.28125,546914.0625
03-0000065598,2.0,194196.41386,547199.23374
03-0000065605,2.0,188622.99978,548142.51143
03-0000065611,2.0,184459.39093,548866.24189
03-0000016405,2.0,199725.34892,547875.62038
03-0000016408,2.0,199710.34893,547870.86727
03-0000016414,2.0,199564.50453,547988.34759
03-0000013740,2.0,204577.232,544396.22619
03-0000047899,2.0,186814.20439,552011.62228
03-0000050248,2.0,200230.23212,549117.37346
03-0000035443,2.0,205482.37297,548830.30635
03-0000030447,2.0,205468.19144,548799.08073
03-0000015753,2.0,205324.32571,548438.46044
03-0000035084,2.0,205329.12997,548448.61212
03-0000015752,2.0,205333.23693,548458.84134
03-0000015751,2.0,205336.87884,548467.21093
03-0000015750,2.0,205339.04865,548472.55791
03-0000015749,2.0,205341.29592,548476.58791
03-0000017651,2.0,189001.79351,548288.30071
03-0000017705,2.0,184709.84946,548469.49157
03-0000013387,2.0,204220.42219,546560.76936
03-0000049366,2.0,202744.09375,556314.375
03-0000009221,2.0,194281.15882,547272.69099
03-0000025780,2.0,203299.93133,562561.8899
03-0000024518,2.0,204596.14223,559367.96753
03-0000048295,2.0,189567.06808,543646.66985
03-0000006984,2.0,199831.31214,551817.72572
03-0000006948,2.0,200427.82464,551569.70771
03-0000013957,2.0,201706.30684,546992.05535
03-0000023700,2.0,208122.16457,557413.48284
03-0000015383,2.0,213801.92173,550240.28288
03-0000010455,2.0,202126.94798,541361.07735
03-0000025857,2.0,205031.12571,560640.49584
03-0000036910,2.0,205308.75174,560621.47412
03-0000027201,2.0,205304.75903,560595.67701
03-0000047009,2.0,192152.59896,544000.84375
03-0000026730,2.0,205653.11086,562274.16514
03-0000049505,2.0,190423.69247,545206.22957
03-0000029271,2.0,201480.72549,542732.43009
03-0000025879,2.0,207622.02873,558387.18406
03-0000036113,2.0,207601.97972,558476.0171
03-0000018977,2.0,207569.98656,558600.53106
03-0000024810,2.0,206668.46812,559885.23154
03-0000017845,2.0,190992.46217,548003.26639
03-0000012780,2.0,202882.5909,544014.77593
03-0000012781,2.0,204626.86225,544258.42619
03-0000012782,2.0,202730.30486,544409.26752
03-0000012788,2.0,202778.50486,544388.68752
03-0000012789,2.0,202884.10119,544468.00075
03-0000012790,2.0,202746.94486,544368.44752
03-0000015113,2.0,212164.117,544656.73129
03-0000015120,2.0,211465.01205,543096.47001
03-0000015138,2.0,211984.45313,544467.71875
03-0000016702,2.0,199889.09926,548430.881
03-0000016707,2.0,200051.28772,548310.49043
03-0000016711,2.0,200076.81272,548268.0591
03-0000017721,2.0,207891.65625,549902.9115
03-0000017722,2.0,202970.93159,560751.57313
03-0000017724,2.0,189418.0183,549202.58168
03-0000050256,2.0,183341.2283,552546.51862
03-0000012973,2.0,203973.51836,546503.60231
03-0000012975,2.0,204001.39443,546483.47731
03-0000012982,2.0,206863.38528,546373.67649
03-0000017131,2.0,206744.10017,548381.50211
03-0000017133,2.0,206720.90017,548361.70211
03-0000050008,2.0,203027.07463,557050.51055
03-0000010819,2.0,191053.10834,542730.76683
03-0000003322,2.0,197219.78546,551591.48004
03-0000003357,2.0,197155.25795,551329.38709
03-0000053747,2.0,185403.82457,546317.02334
03-0000033593,2.0,185415.38614,546248.0005
03-0000053752,2.0,187762.52092,545518.44726
03-0000029304,2.0,211919.7988,545067.4938
03-0000029314,2.0,190026.46875,543876.9375
03-0000029330,2.0,203190.88502,540174.94481
03-0000029396,2.0,193590.67555,543967.58345
03-0000010726,2.0,191863.69522,552082.2593
03-0000029258,2.0,191872.48923,552060.65559
03-0000037115,2.0,201748.6127,558088.449
03-0000037132,2.0,201384.27097,560578.33394
03-0000037189,2.0,187362.90331,551565.98941
03-0000037221,2.0,200975.22086,560414.46577
03-0000049428,2.0,202790.10237,557428.89232
03-0000037411,2.0,212753.6818,543649.63446
03-0000030703,2.0,187193.14918,546238.20075
03-0000042383,2.0,206238.2606,562152.11551
03-0000016732,2.0,202238.53534,550339.71689
03-0000016741,2.0,202392.07524,549848.44972
03-0000016769,2.0,201890.8303,549850.21654
03-0000016777,2.0,204587.28066,552020.20015
03-0000044654,2.0,202509.58995,561300.38599
03-0000007468,2.0,193182.87091,554255.29015
03-0000044615,2.0,209338.79103,549710.72223
03-0000042486,2.0,194607.98458,551157.17678
03-0000016416,2.0,199576.42374,548006.24759
03-0000016426,2.0,200781.70444,548288.39968
03-0000016436,2.0,200496.66962,548026.29809
03-0000010711,2.0,191432.22394,552305.23709
03-0000010721,2.0,191657.25,539637.78125
03-0000010722,2.0,191666.21875,541902.15625
03-0000010724,2.0,191632.67188,539776.6875
03-0000010727,2.0,191454.92339,552311.73103
03-0000010729,2.0,196167.05236,543502.5995
03-0000010730,2.0,193950.92644,540599.63533
03-0000010731,2.0,191495.24616,538150.97489
03-0000010735,2.0,196307.4418,555609.12758
03-0000010737,2.0,196288.48021,541036.55683
03-0000010738,2.0,186480.82151,544243.87892
03-0000010739,2.0,197981.30015,556766.68333
03-0000010741,2.0,194123.56511,552264.00001
03-0000010743,2.0,201012.62955,551690.10191
03-0000010748,2.0,193145.00052,539950.04511
03-0000010749,2.0,204970.84725,546028.0671
03-0000010750,2.0,194126.95631,552268.63943
03-0000014986,2.0,205921.5188,548104.32619
03-0000050669,2.0,189883.74376,545284.20008
03-0000050670,2.0,186018.32529,550553.11782
03-0000044804,2.0,196533.09166,541991.33556
03-0000029363,2.0,196624.49692,541966.13862
03-0000010684,2.0,196642.12789,541938.89624
03-0000030071,2.0,214770.092,549625.15168
03-0000046014,2.0,202691.76962,552305.4718
03-0000030196,2.0,210966.74206,550257.70725
03-0000008739,2.0,189797.39965,545714.59274
03-0000009166,2.0,198460.8353,552123.83997
03-0000022272,2.0,201970.87136,555326.60354
